"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1008166,5,"60 yrs and above","Female","Higher","Progress Party (FR)","Against EU Membership",85,"35%","55%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","35%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006935,2,"18-29 yrs","Female","Higher","Green Party (C)","Against EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1010217,5,"60 yrs and above","Female","Higher","Christian Democracts (C)","For EU Membership",132,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1002155,6,"60 yrs and above","Female","Higher","Green Party (C)","Against EU Membership",120,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007955,2,"18-29 yrs","Female","Higher","Liberal Party (C)","Against EU Membership",71,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1000282,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",14,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1001843,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1008004,1,"18-29 yrs","Female","Lower or intermediate","Red Party (FL)","Against EU Membership",105,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1000270,5,"60 yrs and above","Female","Higher","Progress Party (FR)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1005468,3,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",10,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1000574,3,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",63,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009455,3,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",113,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001767,5,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",4,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1001802,4,"30-59 yrs","Female","Lower or intermediate","Liberal Party (C)","Against EU Membership",42,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1006996,4,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",96,"85%","70%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","85%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1002094,3,"30-59 yrs","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",130,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006409,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",72,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",0
1010014,6,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",68,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1001760,3,"30-59 yrs","Male","Lower or intermediate",NA,"Against EU Membership",24,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1000931,3,"30-59 yrs","Male","Higher","Liberal Party (C)","Against EU Membership",93,"35%","70%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","35%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1008872,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",71,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1005276,5,"60 yrs and above","Female","Higher","Socialist Left (L)","For EU Membership",125,"35%","51%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","35%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1004853,2,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",78,"47%","51%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","47%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000166,3,"30-59 yrs","Female","Higher","Liberal Party (C)","Don't know",42,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1009019,3,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",15,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1001597,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Don't know",63,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1000617,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",7,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1010273,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",68,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001365,5,"60 yrs and above","Female","Higher","Christian Democracts (C)","Against EU Membership",125,"35%","51%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","35%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007990,1,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",41,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1001181,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",NA,66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",0
1002798,4,"30-59 yrs","Female","Higher","Green Party (C)","Don't know",138,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%",NA,"Not shown","Not shown","Shown
size of majority",1
1010069,6,"60 yrs and above","Female","Higher",NA,"Against EU Membership",103,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002305,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","Against EU Membership",93,"35%","70%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","35%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007358,3,"30-59 yrs","Female","Higher","Conservative Party (CR)","Against EU Membership",34,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1005161,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",36,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1007441,2,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",82,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1007117,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1006837,1,"18-29 yrs","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",3,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1006681,3,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",108,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1003207,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006563,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",134,"47%","55%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","47%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1008483,3,"30-59 yrs","Female","Lower or intermediate","Progress Party (FR)","Against EU Membership",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1010101,5,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",49,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1008150,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",95,"53%","70%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","53%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1002430,1,"18-29 yrs","Female","Lower or intermediate","Christian Democracts (C)","Don't know",105,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1003250,3,"30-59 yrs","Female","Higher","Conservative Party (CR)","For EU Membership",45,"35%","70%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","35%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1006565,5,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",136,"85%","55%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","85%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1003119,6,"60 yrs and above","Female","Higher","Labour Party (CL)","For EU Membership",84,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",0
1003582,3,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",70,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006697,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Against EU Membership",90,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1000032,3,"30-59 yrs","Female","Higher","Conservative Party (CR)","Against EU Membership",120,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007769,1,"18-29 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001851,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",34,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1009323,3,"30-59 yrs","Female","Lower or intermediate","Progress Party (FR)","Against EU Membership",94,"47%","70%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","47%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1003243,5,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","For EU Membership",71,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009422,6,"60 yrs and above","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1006502,5,"60 yrs and above","Female","Higher",NA,"Against EU Membership",141,"35%","70%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","35%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006350,4,"30-59 yrs","Female","Higher","Socialist Left (L)","Don't know",13,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1005749,5,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",89,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1002642,7,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1002184,7,"60 yrs and above","Male","Higher",NA,"Against EU Membership",139,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1005669,1,"18-29 yrs","Male","Lower or intermediate",NA,"Against EU Membership",25,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1005373,5,"30-59 yrs","Male","Higher","Green Party (C)","Don't know",112,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",0
1001050,2,"30-59 yrs","Male","Higher",NA,"Against EU Membership",137,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1004998,1,"18-29 yrs","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",114,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1006375,4,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",4,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1010285,6,"60 yrs and above","Female","Higher","Agrarian Party (C)","Against EU Membership",129,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001993,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",89,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%",NA,"Not shown","Not shown","Shown
size of majority",0
1000202,1,"18-29 yrs","Male","Lower or intermediate","Liberal Party (C)","Against EU Membership",64,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001899,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",70,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001932,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",127,"53%","51%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","53%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1001433,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",8,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1002475,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",138,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006641,5,"60 yrs and above","Female","Higher","Green Party (C)","Against EU Membership",7,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1001411,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",137,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006449,6,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",19,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1000316,7,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1008740,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",109,"35%","blank","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","35%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001434,5,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",1,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1005326,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",138,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1005154,6,"60 yrs and above","Male",NA,"Conservative Party (CR)","Against EU Membership",55,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002429,6,"60 yrs and above","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",134,"47%","55%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000392,7,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",127,"53%","51%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","53%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1008325,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1005483,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Don't know",77,"35%","51%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","35%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1010397,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",43,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1005570,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",102,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",0
1007272,3,"30-59 yrs","Female","Higher","Socialist Left (L)","For EU Membership",114,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1000553,5,"30-59 yrs","Male","Lower or intermediate","Green Party (C)","Against EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1003504,1,"18-29 yrs","Male","Lower or intermediate","Green Party (C)","Don't know",113,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1009059,1,"18-29 yrs","Male","Higher","Christian Democracts (C)","Don't know",15,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1002384,5,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",31,"53%","51%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","53%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002043,4,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",63,"53%","blank","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1008577,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",144,"85%","70%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","85%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1005604,5,"60 yrs and above","Male","Higher","Socialist Left (L)","Against EU Membership",82,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1007564,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",33,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1008778,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",47,"53%","70%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","53%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1008273,7,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Don't know",64,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1007265,3,"30-59 yrs","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",5,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1009878,4,"30-59 yrs","Male",NA,NA,"Against EU Membership",87,"53%","55%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","53%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1010380,6,"60 yrs and above","Male","Lower or intermediate","Red Party (FL)","Against EU Membership",119,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1005234,5,"60 yrs and above","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",118,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006967,5,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",50,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1008673,4,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1010862,3,"30-59 yrs","Female","Higher","Liberal Party (C)","Against EU Membership",47,"53%","70%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","53%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1005561,4,"30-59 yrs","Female","Higher","Green Party (C)","For EU Membership",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1002854,7,"60 yrs and above","Male",NA,"Progress Party (FR)","Against EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
